city,date,temperature_avg,temperature_min,temperature_max,precipitation,snow,wind_speed,humidity
Antananarivo,2024-01-31,20.6,15.9,26.9,0.0,0.0,12.5,0.0
Antananarivo,2022-01-02,20.7,17.0,27.7,20.1,0.0,4.8,0.0
Antananarivo,2024-02-02,20.3,17.6,25.1,6.4,0.0,19.0,0.0
Antananarivo,2025-06-19,14.0,6.0,24.0,0.0,0.0,6.8,0.0
Antananarivo,2023-06-25,14.6,10.7,20.2,0.0,0.0,10.4,0.0
Antananarivo,2024-09-07,17.8,11.0,27.0,0.0,0.0,12.8,0.0
Antananarivo,2022-09-10,15.4,8.7,22.0,0.0,0.0,10.8,0.0
Antananarivo,2022-08-17,16.8,11.1,23.1,0.0,0.0,10.5,0.0
Antananarivo,2023-10-15,21.7,15.9,29.7,0.3,0.0,10.8,0.0
Antananarivo,2025-02-21,21.0,18.7,27.7,38.1,0.0,7.3,0.0
Antananarivo,2024-03-29,22.2,18.0,29.0,3.2,0.0,10.5,0.0
Antananarivo,2025-03-12,21.7,18.8,29.0,7.6,0.0,7.0,0.0
Antananarivo,2021-09-13,15.4,11.6,20.4,0.0,0.0,13.8,0.0
Antananarivo,2025-03-15,21.1,19.0,26.0,0.0,0.0,19.3,0.0
Antananarivo,2025-05-22,19.4,13.0,27.2,0.0,0.0,6.9,0.0
Antananarivo,2023-05-21,17.4,11.1,24.9,0.0,0.0,8.3,0.0
Antananarivo,2021-01-15,21.6,17.6,28.7,3.3,0.0,7.0,0.0
Antananarivo,2020-05-20,15.1,10.9,21.6,0.0,0.0,13.3,0.0
Antananarivo,2022-11-17,19.1,15.9,25.5,14.0,0.0,5.0,0.0
Antananarivo,2024-02-05,20.9,17.8,26.2,9.5,0.0,8.1,0.0
Antananarivo,2020-03-22,19.8,16.9,26.7,3.0,0.0,14.1,0.0
Antananarivo,2020-11-03,19.7,12.6,28.1,0.0,0.0,12.5,0.0
Antananarivo,2022-10-08,17.1,10.6,25.6,0.0,0.0,14.0,0.0
Antananarivo,2025-01-14,20.4,19.0,26.0,8.4,0.0,9.2,0.0
Antananarivo,2020-12-22,21.9,17.0,29.0,4.1,0.0,15.3,0.0
Antananarivo,2025-05-14,18.1,15.0,24.2,0.1,0.0,17.1,0.0
Antananarivo,2020-06-17,14.4,11.0,18.3,0.0,0.0,17.0,0.0
Antananarivo,2023-08-09,15.3,10.9,20.7,2.5,0.0,12.9,0.0
Antananarivo,2022-02-10,22.0,18.1,27.7,1.0,0.0,7.7,0.0
Antananarivo,2022-09-16,15.2,10.9,21.1,0.0,0.0,15.4,0.0
Antananarivo,2023-08-21,17.9,11.1,24.8,0.0,0.0,9.0,0.0
Antananarivo,2021-08-27,14.9,10.7,20.2,0.0,0.0,17.6,0.0
Antananarivo,2024-01-19,19.0,16.2,24.2,9.0,0.0,12.8,0.0
Antananarivo,2024-04-16,19.9,18.0,26.3,0.8,0.0,17.3,0.0
Antananarivo,2023-01-27,20.2,17.7,25.5,4.1,0.0,20.9,0.0
Antananarivo,2024-04-25,20.5,15.8,26.0,0.0,0.0,11.6,0.0
Antananarivo,2021-07-05,13.4,7.8,20.0,0.1,0.0,9.4,0.0
Antananarivo,2025-06-26,15.3,10.0,23.0,0.0,0.0,11.0,0.0
Antananarivo,2025-04-13,20.7,16.9,26.5,0.0,0.0,14.1,0.0
Antananarivo,2023-03-16,19.8,16.0,26.0,6.4,0.0,6.7,0.0
Antananarivo,2021-03-25,20.3,17.3,25.1,11.0,0.0,4.2,0.0
Antananarivo,2022-03-14,20.3,16.8,25.1,2.5,0.0,13.8,0.0
Antananarivo,2023-08-18,16.6,14.0,21.1,0.4,0.0,11.1,0.0
Antananarivo,2020-07-06,15.3,10.0,24.0,0.0,0.0,10.8,0.0
Antananarivo,2021-11-28,19.5,16.9,23.8,1.0,0.0,12.7,0.0
Antananarivo,2022-06-23,12.8,7.8,16.8,0.3,0.0,17.5,0.0
Antananarivo,2021-12-19,22.5,16.9,29.4,1.0,0.0,8.6,0.0
Antananarivo,2023-09-19,16.5,10.4,22.3,0.0,0.0,14.1,0.0
Antananarivo,2020-01-11,21.4,14.8,29.0,0.0,0.0,12.5,0.0
Antananarivo,2021-01-16,22.6,17.9,28.8,1.6,0.0,5.0,0.0
Antananarivo,2025-01-20,23.3,19.0,30.7,0.0,0.0,13.0,0.0
Antananarivo,2023-06-03,15.3,11.0,19.8,0.1,0.0,13.3,0.0
Antananarivo,2023-12-28,20.8,17.4,26.9,6.4,0.0,9.7,0.0
Antananarivo,2024-01-21,20.8,17.7,25.5,9.1,0.0,12.2,0.0
Antananarivo,2023-11-10,20.0,14.9,26.9,1.9,0.0,10.9,0.0
Antananarivo,2022-12-29,20.2,15.5,26.1,0.4,0.0,8.0,0.0
Antananarivo,2020-02-24,22.8,19.0,30.0,0.0,0.0,12.0,0.0
Antananarivo,2020-05-26,17.5,13.0,25.2,0.0,0.0,6.1,0.0
Antananarivo,2022-03-02,19.5,16.3,25.2,19.6,0.0,3.4,0.0
Antananarivo,2021-04-27,18.7,16.0,23.3,4.0,0.0,11.2,0.0
Antananarivo,2025-06-03,15.6,10.0,24.0,0.0,0.0,8.0,0.0
Antananarivo,2023-04-27,19.4,16.9,24.8,0.1,0.0,10.1,0.0
Antananarivo,2023-09-24,17.7,14.0,23.3,0.0,0.0,16.9,0.0
Antananarivo,2020-01-19,21.7,19.0,28.3,17.0,0.0,10.3,0.0
