city,date,temperature_avg,temperature_min,temperature_max,precipitation,snow,wind_speed,humidity
Cape Town,2020-02-23,21.7,15.0,29.0,0.0,0.0,24.3,0.0
Cape Town,2022-08-17,13.0,12.0,14.5,23.6,0.0,26.0,0.0
Cape Town,2024-04-12,15.0,7.6,23.9,0.0,0.0,18.0,0.0
Cape Town,2024-06-05,13.9,13.0,15.4,17.1,0.0,21.8,0.0
Cape Town,2023-10-06,17.3,15.2,20.9,0.0,0.0,32.0,0.0
Cape Town,2020-12-11,17.2,14.0,24.1,99.1,0.0,14.7,0.0
Cape Town,2021-01-25,21.9,13.2,30.5,0.0,0.0,14.8,0.0
Cape Town,2024-06-12,14.2,10.9,18.0,3.0,0.0,18.6,0.0
Cape Town,2020-12-17,20.4,17.0,25.7,0.0,0.0,32.2,0.0
Cape Town,2021-08-23,11.9,6.8,17.3,0.0,0.0,7.5,0.0
Cape Town,2023-01-31,22.5,15.2,31.6,0.0,0.0,19.9,0.0
Cape Town,2023-12-16,20.0,14.4,27.4,0.0,0.0,20.0,0.0
Cape Town,2020-11-01,20.1,14.3,27.7,0.0,0.0,21.8,0.0
Cape Town,2023-10-23,17.6,12.2,21.0,0.0,0.0,13.4,0.0
Cape Town,2023-02-06,23.4,18.6,31.1,0.0,0.0,22.4,0.0
Cape Town,2022-04-14,16.5,13.7,19.3,0.0,0.0,20.6,0.0
Cape Town,2024-09-11,13.2,7.5,22.7,0.0,0.0,15.1,0.0
Cape Town,2025-05-18,18.1,15.2,23.6,0.6,0.0,12.5,0.0
Cape Town,2021-08-16,14.1,9.1,22.8,0.0,0.0,13.9,0.0
Cape Town,2022-07-24,12.6,9.7,16.6,0.0,0.0,15.2,0.0
Cape Town,2021-12-08,20.2,15.4,25.8,0.0,0.0,25.4,0.0
Cape Town,2022-10-13,17.4,14.4,21.0,0.0,0.0,12.7,0.0
Cape Town,2025-03-22,20.3,18.7,25.9,1.3,0.0,16.6,0.0
Cape Town,2021-05-26,12.2,8.2,17.2,0.0,0.0,7.5,0.0
Cape Town,2024-08-12,11.1,7.9,15.3,1.4,0.0,14.3,0.0
Cape Town,2025-06-05,11.4,5.1,18.0,0.0,0.0,7.0,0.0
Cape Town,2024-12-01,20.3,16.3,25.8,0.0,0.0,22.2,0.0
Cape Town,2020-01-06,19.4,17.0,22.2,0.0,0.0,21.5,0.0
Cape Town,2020-02-02,22.0,16.0,30.6,0.0,0.0,16.3,0.0
Cape Town,2022-09-04,12.0,9.4,16.8,12.0,0.0,31.1,0.0
Cape Town,2021-02-26,21.1,17.6,26.9,0.0,0.0,31.7,0.0
Cape Town,2020-08-26,14.3,10.5,19.6,5.1,0.0,22.3,0.0
Cape Town,2023-03-23,21.9,17.8,29.7,15.7,0.0,22.5,0.0
Cape Town,2020-09-03,14.8,12.0,21.1,0.0,0.0,15.0,0.0
Cape Town,2025-06-09,12.0,9.4,15.6,0.1,0.0,14.5,0.0
Cape Town,2021-02-14,18.9,17.0,21.8,6.4,0.0,13.1,0.0
Cape Town,2021-10-24,14.6,10.1,19.2,0.0,0.0,18.9,0.0
Cape Town,2022-11-01,20.5,12.4,29.5,0.0,0.0,17.6,0.0
Cape Town,2021-02-20,18.5,14.0,21.7,0.0,0.0,12.1,0.0
Cape Town,2024-09-18,11.4,7.0,14.8,3.8,0.0,24.7,0.0
Cape Town,2021-06-18,13.8,10.7,18.5,0.0,0.0,8.4,0.0
Cape Town,2024-08-07,10.5,6.4,14.9,0.0,0.0,10.1,0.0
Cape Town,2023-10-29,16.5,10.5,24.3,0.0,0.0,27.2,0.0
Cape Town,2023-05-07,16.6,13.5,20.6,0.2,0.0,12.3,0.0
Cape Town,2025-07-04,12.2,10.7,13.6,15.7,0.0,23.2,0.0
Cape Town,2020-06-05,14.5,9.0,24.9,0.0,0.0,13.1,0.0
Cape Town,2024-01-13,22.3,15.7,28.5,0.0,0.0,16.4,0.0
Cape Town,2020-01-05,19.8,17.0,23.0,0.0,0.0,16.1,0.0
Cape Town,2025-04-24,17.7,11.6,25.5,0.0,0.0,9.5,0.0
Cape Town,2024-11-19,19.7,15.8,25.2,0.0,0.0,26.8,0.0
Cape Town,2020-08-10,12.8,10.0,17.0,0.0,0.0,18.0,0.0
Cape Town,2024-05-03,18.7,12.6,29.6,0.0,0.0,9.8,0.0
Cape Town,2021-03-28,19.0,12.0,25.5,0.0,0.0,10.4,0.0
Cape Town,2022-07-21,10.7,6.7,16.4,0.0,0.0,7.0,0.0
Cape Town,2023-12-01,19.7,14.9,23.3,0.4,0.0,15.4,0.0
Cape Town,2023-01-26,20.3,15.6,25.8,0.0,0.0,28.0,0.0
Cape Town,2022-04-19,20.5,11.5,30.7,0.0,0.0,8.4,0.0
Cape Town,2022-02-17,21.4,15.0,29.8,0.0,0.0,23.5,0.0
Cape Town,2022-07-29,13.1,10.8,15.1,8.8,0.0,21.2,0.0
Cape Town,2021-08-13,11.4,8.2,15.8,0.0,0.0,19.7,0.0
Cape Town,2024-12-12,19.3,15.8,24.0,0.0,0.0,15.8,0.0
